name;url;price;currency;description;brand;avg_rating;reviews_count;pack_size;ingredients;percentage_alcohol;serving_size
Simple Instant Glow Cleansing Wipes X20;https://www.tesco.com/groceries/en-GB/products/305043822;4;GBP;Simple Instant Glow Cleansing Wipes X20. Simple Biodegradable Instant Glow Wipes brighten skin and remove makeup for instantly glowing skin,These biodegradable makeup wipes have no artificial perfume or colour and no harsh chemicals that can upset your skin,Made with antioxidants vitamin C & E and ginger root,Our Instant Glow wipes are gentle for everyday use, but effective enough to remove makeup,These wipes are made with wood pulp, biodegrading in only 42 days under home and industrial compost conditions,Being kind to animals is very important to us, these wipes are vegan and Simple is certified cruelty-free by PETA - we don’t test on animals anywhere in the world;SIMPLE;3;2;Pack size: 20SHT;Aqua, Cetearyl Isononanoate, Glycerin, Panthenol, Phenoxyethanol, Ceteareth-20, Cetearyl Alcohol, Glyceryl Stearate, Sodium Citrate, Ceteareth-12, Benzoic Acid, 1-Methylhydantoin-2-Imide, Bisabolol, Dehydroacetic Acid, Disodium EDTA, Pantolactone, Citric Acid, Tocopheryl Acetate, Sodium Ascorbyl Phosphate, Zingiber Ofﬁcinale Root Extract;;
Haliborange Happy Tummies 30 Strawberry Softies;https://www.tesco.com/groceries/en-GB/products/308089550;5.8;GBP;30 Strawberry Flavour Happy Tummies with Vitamin C Softies - Food Supplement. 1 Billion Live Bacteria,Contains vitamin C,No artificial colours;HALIBORANGE;;;;Glucose Syrup, Sugar, Gelatine (Bovine), Sweetener (Sorbitol), Modified Starch, Vitamin C (L-Ascorbic Acid), Live Cultures (Bacillus Coagulans BC1031), Dextrose, Natural Colour (Cochineal Carmine), Strawberry Flavouring, Yoghurt Flavouring, Acids (Citric Acid, Malic Acid), Vegetable Oils (Palm, Coconut), Glazing Agent (Carnauba Wax), Acidity Regulator (Sodium Citrate);;
Tesco Blue Candy Stripe 12 Candles & Holder;https://www.tesco.com/groceries/en-GB/products/259423120;1;GBP;Tesco Blue Candy Stripe 12 Candles & Holder;TESCO CELEBRATE;1.3;3;;;;
Turner Road Reserve White Zinfandel 750Ml;https://www.tesco.com/groceries/en-GB/products/309781258;6;GBP;White Zinfandel. Learn more at accoladewines.com/carbon. Wine of California, USA;TURNER ROAD;4.5;8;Pack size: 750ML;;10.5% vol;Bottle contains 6 glasses
Lily's Kitchen Slow Cooked Lamb Hotpot 400G;https://www.tesco.com/groceries/en-GB/products/290050122;2.75;GBP;Lily's Kitchen Slow Cooked Lamb Hotpot 400G. Come and be social with us Twitter, Facebook and Instagram. Proper food for dogs,Complete nutrition,Natural & delicious,Single protein,Freshly proper meat prepared,Grain free recipe,Vet approved recipe;LILY'S KITCHEN;4.7;3;Pack size: 400G;60% Freshly Prepared Lamb, Potatoes (3%), Squash (2%), Apples, Carrots (1%), Blueberries, Broccoli, Peas, Flaxseed (0.1%), Vitamins & Chelated Minerals, Botanicals & Herbs: Golden Rod, Nettle, Aniseed, Celery Seed, Rosehips, Marigold Petals, Cleavers, Seaweed, Alfalfa, Milk Thistle, Dandelion Root, Burdock Root;;
Bear Yoyo Strawberry 3X20g;https://www.tesco.com/groceries/en-GB/products/312351585;0.31;GBP;Gently baked fruit rolls with apple, pear and strawberry. BEAR's Growing a Better Tomorrow. Discover our charity projects & sustainability mission. BEARsnacks.co.uk. Yoyos are grrreat for baking. For healthy recipes visit bearsnacks.co.uk. 1 of your 5 a day!,56 kcal per 2 rolls,Gluten free,Nut free,Absolutely nothing else,No added sugar,High in fibre,Vegan friendly;BEAR;;;Pack size: 60G;Apples (63.5%), Pears (34.8%), Strawberries (1.0%), Black Carrot Extract (0.2%), Spirulina Extract (0.5);;
Cadbury Timeout Wafer Biscuits 6 X 20.2G;https://www.tesco.com/groceries/en-GB/products/309484057;1;GBP;Wafer (16 %) with a cocoa filling (38 %) covered with milk chocolate (45 %). BeTreatwise.net. Cocoa Life. Partnering with Fairtrade Foundation. Partnering to improve the lives of cocoa farmers and their communities. www.cocoalife.org. 106 calories in each bar,Suitable for vegetarians;CADBURY;4.5;53;Pack size: 121.2G;Sugar, Wheat Flour, Vegetable Oils (Palm, Rapeseed), Cocoa Butter, Cocoa Mass, Skimmed Milk Powder, Whey Permeate (from Milk), Wheat Starch, Milk Fat, Fat-Reduced Cocoa Powder (1 %), Emulsifiers (E442, Soya Lecithins, E476), Potato Starch, Salt, Raising Agents (E500, E503), Whey Powder (from Milk), Flavourings, Milk Chocolate: Milk Solids 14 % minimum, Cocoa Solids 25 % minimum, Contains Vegetable Fats in addition to Cocoa Butter;;1x bar = 1 Portion. 6 x 20.2 g bars
Listerine Advanced Defence Gum Mouthwash 500Ml;https://www.tesco.com/groceries/en-GB/products/280521442;5.5;GBP;Listerine Advanced Defence Gum Mouthwash 500Ml. Medical Device,Clinically proven to treat gum disease;LISTERINE;4.3;107;Pack size: 500ML;[PR-013135], Ethyl Lauroyl Arginate HCI (LAE) 0.147% w/w, Other ingredients: Purified Water, Sorbitol, Alcohol, Glycerin, Poloxamer 407, Aroma, Benzoic Acid, Sucralose, Sodium Benzoate;;
Stockwell & Co. Soft Spread 500G;https://www.tesco.com/groceries/en-GB/products/300346593;0.99;GBP;Vegetable fat spread (42%).;STOCKWELL CO;2.9;28;Pack size: 500G;;;50 Servings
Tesco Pvc - Free Cling Film 25M X 350Mm;https://www.tesco.com/groceries/en-GB/products/309781137;1.5;GBP;Cling film.;TESCO;1.6;82;Pack size: 25M;;;
Tesco Chicken Salad Sandwich;https://www.tesco.com/groceries/en-GB/products/254279183;2.5;GBP;Chicken breast, lemon and pepper mayonnaise, tomato, cucumber and lettuce in malted bread.;TESCO;2.7;11;;;;1 Servings
Colgate Sensitive Enamel Repair Toothpaste 20Ml;https://www.tesco.com/groceries/en-GB/products/310667635;1.5;GBP;COLGATE SENS ENAMEL REPAIR TOOTHPASTE 20ML . The same great taste and sensitivity relief as Colgate Sensitive PRO-Relief. The New Colgate Sensitive Instant* Relief Enamel Repair Toothpaste starts blocking sensitivity pain instantly*. With its unique Pro-Argin technology, this sensitive toothpaste will give you instant* relief from sensitivity as it helps to seal and repair the sensitive areas of your teeth†. What’s more, this toothpaste prevents sensitivity coming back by building a protective barrier that acts like a seal against sensitivity†. The toothpaste for sensitive teeth also remineralises the enamel on your teeth, leaving them more resistant to acid attacks. Using this sensitive toothpaste continuously twice a day, will give you clinically proven lasting relief for up to 8 weeks**. *For instant relief, apply directly to the sensitive tooth with a fingertip and massage gently for 1 minute, up to twice a day and for children 6-12 years once a week or less frequently.. †With continued use twice a day.. **For lasting relief, apply to a gentle toothbrush making sure to brush all sensitive areas of the teeth.. Pro-Argin technology helps to seal and repair the sensitive areas of teeth.*,*With continued use twice a day,Prevents sensitivity from coming back*,*With continued use twice a day can help prevent sensitivity from coming back.,Builds a protective barrier that acts like a seal against sensitivity*,*With continued use twice a day;COLGATE;;;Pack size: 20ML;"Calcium Carbonate, Aqua, Sorbitol, Sodium Lauryl Sulfate, Aroma, Sodium Monofluorophosphate, Cellulose Gum, Sodium Bicarbonate, Tetrasodium Pyrophosphate, Sodium Saccharin, Benzyl Alcohol, Xanthan Gum, Limonene, CI 77891
Active Ingredient: Arginine (8%)
Contains: Sodium Monofluorophosphate (1450 ppm F)";;
Tesco Thai Hom Mali Aaa Jasmine Fragrant Rice 5Kg;https://www.tesco.com/groceries/en-GB/products/287967879;8.4;GBP;Thai hom mali fragrant rice.;TESCO;4.5;16;Pack size: 5KG;;;approx. 66 Servings
Good Boy Wagtastic Squeaky Dumbell;https://www.tesco.com/groceries/en-GB/products/291622337;3;GBP;Good Boy Wagtastic Squeaky Dumbell. Cool stuff for dogs,Swish swoosh,Get your dog's tail wagging!;WAGTASTIC;2.6;7;;;;
Tommee Tippee Groclock Usb;https://www.tesco.com/groceries/en-GB/products/266697648;30;GBP;Groclock Toddler Sleep Trainer. Perfect for showing toddlers when it's time to get up in the morning. Glowing screen shows images of stars & the sun. Includes fun bedtime storybook;TOMMEE TIPPEE;4.5;247;;;;
Lift Instant Lemon Flavour Tea 165G;https://www.tesco.com/groceries/en-GB/products/312837322;1.7;GBP;Instant Lemon Flavoured Tea with Sugars and Sweetener. Just add water,High in Vitamin C,All Lift instant flavour teas are suitable for vegans and vegetarians;LIFT;5;1;Pack size: 165G;Dextrose, Soluble Solids of Tea (7.1%), Acid (Citric Acid), Dried Glucose Syrup, Acidity Regulator (E331), Flavourings, Vitamin C, Sweetener (E954);;Each jar of Lift provides 23 servings
Mexicana Extra Hot Cheddar 170G;https://www.tesco.com/groceries/en-GB/products/309179563;2.3;GBP;Cheddar Cheese with Rehydrated Red and Green Dried Bell and Jalapeño Peppers, and Dried Spice Mix. Chilli rating - hot - 3,Blended with Spices, Jalapeño, Bell & Chilli Peppers,No Artificial Colours or Flavours,Suitable for vegetarians;MEXICANA;3.8;10;Pack size: 170G;Cheddar Cheese (Milk), Rehydrated Mixed Peppers (3%) (Water, Dried Red & Green Peppers, Dried Red & Green Jalapeno Peppers), Chilli Powder (2%), Mexican Style Chilli Seasoning (Paprika, Chilli Powder, Ground Cumin, Sugar, Salt, Ground Black Pepper, Garlic Powder, Tomato Powder, Onion Powder, Paprika Extract, Ground Dried Bell Peppers, Tomato Granules, Dried Parsley, Acidity Regulator: Citric Acid);;
Heinz Cereal Creamy Oat Porridge 240G;https://www.tesco.com/groceries/en-GB/products/294015942;3;GBP;Oat porridge with milk and added vitamins & minerals. Use as part of a varied weaning diet. With a handy scoop inside,12 yummy servings,Just Add Water,Smooth,No added egg,Source of calcium & vitamin D,No Artificial Flavours, Colours or Preservatives;HEINZ;5;1;Pack size: 0.24KG;Oat Flour (38%), Demineralised Whey Powder (24%, from Milk), Skimmed Milk Powder (15%), Maltodextrin, Sustainable Palm Oil, Whole Milk Powder (4%), Milk Protein, Barley Malt Extract, Calcium Carbonate, Vitamin C, Niacin, Zinc Sulphate, Vitamin E, Iron, Vitamin B6, Thiamin, Vitamin A, Riboflavin, Folic Acid, Vitamin D, Vitamin B12;;Approximately 12 x 20g servings per pack
Tesco Sweetcorn Cobettes 4 Pack;https://www.tesco.com/groceries/en-GB/products/251788587;1.29;GBP;Sweetcorn;TESCO;2.4;31;;Sweetcorn;;
Tesco Matte Taupe Soap Dispenser;https://www.tesco.com/groceries/en-GB/products/311735559;6;GBP;TESCO MATTE TAUPE SOAP DISPENSER . Soap Dispenser,Matte Taupe,Bathroom Accessories;TESCO HOME;;;;;;
Vo5 Mega Hold Styling Gel 200Ml;https://www.tesco.com/groceries/en-GB/products/260567946;3.25;GBP;Vo5 Mega Hold Styling Gel 200Ml. VO5 Mega Hold Styling Gel offers 24 hour extra strong control for perfectly groomed hairstyles,With a hold level of 5/5, this VO5 hair gel gives you the ultimate hold for perfect control,VO5 Mega Hold Styling Gel is ideal for all cuts, whatever your hair styling wish,VO5 Mega Hold Styling Gel makes your hair styling effortless while giving you the confidence that none of your strands will go astray,The non-sticky, quick drying hair gel formula features Aquascreen, meaning your style will last in very high humidity,A styling gel with 24hr extra strong control that will always keep your hair in check;VO5;4.3;41;Pack size: 200ML;Water (Aqua), VP/VA Copolymer, Vinyl Caprolactam/VP/Dimethylaminoethyl Methacrylate Copolymer, Triethanolamine, Phenoxyethanol, Carbomer, Caprylyl Glycol, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Propylene Glycol, Glycerin, Parfum, Disodium EDTA, Laurtrimonium Chloride, Acrylates Copolymer, Benzyl Alcohol, Benzyl Salicylate, Citronellol, Coumarin, Hexyl Cinnamal, Limonene, Linalool;;
Cawston Press Apple & Rhubarb Juice 1Ltr;https://www.tesco.com/groceries/en-GB/products/263879438;2.5;GBP;Pressed Apple & Rhubarb Juice Drink. Recipes found at cawstonpress.com. Our juice is 100% pure pressed juice,A great breakfast juice,Non alcoholic,No added sugar,Not from concentrate,Free from colours, preservatives and sweeteners,Free from artificial flavours,Pasteurised,Suitable for vegetarians and vegans;CAWSTON PRESS;5;3;Pack size: 1000ML;90% Pressed Apple Juice, 10% Pressed Rhubarb Juice, Natural Flavouring, Antioxidant: Vitamin C (Ascorbic Acid);;
Silk Cut Silver Cigarettes 5X20pk;https://www.tesco.com/groceries/en-GB/products/310092266;72.25;GBP;Silk Cut Silver Cigarettes 5X20pk;SILK CUT;;;;;;
Oumph! Plant-Based Kebab Doner Style 280G;https://www.tesco.com/groceries/en-GB/products/309742714;3.5;GBP;Sliced Kebab of pea protein, quick-frozen. Learn more at: www.oumph.se/en. Made of Peas!,Epic veggie eating for free range humans,Vegetarian Society Approved - Vegan;OUMPH;3.9;19;Pack size: 280G;Water, Rapeseed Oil, Pea Protein Concentrate 19%, Thickener (Methylcellulose, Carrageenan, Konjac Gum) Spices, Onion, Natural Flavours, Salt, Citrus Fibre, Caramelized Sugar, Dextrose, Garlic, Dry Yeast, Flavouring;;
Kleenex The Original Brand Tissues 2 Pack;https://www.tesco.com/groceries/en-GB/products/309764924;2.25;GBP;Kleenex The Original Brand Tissues 2 Pack. For more information on our sustainability journey visit www.kleenex.co.uk/sustainability #everystepcounts. www.kleenex.co.uk. With a touch of cotton;KLEENEX;4.7;121;Pack size: 128SHT;;;
Tesco Garibaldi Biscuits 200G;https://www.tesco.com/groceries/en-GB/products/254921673;1.1;GBP;Sugar coated glazed biscuits filled with currants.;TESCO;3.5;24;Pack size: 200G;;;20 Servings
Herbal Essences Hello Hydration Shampoo 400Ml;https://www.tesco.com/groceries/en-GB/products/264309750;1.95;GBP;Herbal Essences Hello Hydration Shampoo 400Ml. Shampoo with coconut extract gives hair a scent-sational pina colada fragrance,Moisturising shampoo for dry hair gives locks the hydration they deserve,Free from colorants, and nasties (like microplastics) as well as PETA certified cruelty free,For best results use Herbal Essences shampoo and conditioner together in your haircare routine,Pass on the good by recycling this 100% recyclable bottle;HERBAL ESSENCES;3.7;3;Pack size: 400ML;Aqua, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Glycol Distearate, Sodium Citrate, Cocamide MEA, Sodium Xylenesulfonate, Cocamidopropyl Betaine, Dimethicone, Parfum, Sodium Chloride, Citric Acid, Sodium Benzoate, Guar Hydroxypropyltrimonium Chloride, Glycerin, Tetrasodium EDTA, Hexyl Cinnamal, Sodium Hydroxide, Benzyl Salicylate, Propylene Glycol, Limonene, Linalool, Magnesium Nitrate, Zea Mays Silk Extract, Orchis Mascula Flower Extract, Cocos Nucifera Fruit Extract, Methylchloroisothiazolinone, Magnesium Chloride, Methylisothiazolinone;;
Merchant Gourmet Whole Chestnuts 180G;https://www.tesco.com/groceries/en-GB/products/289645831;2.4;GBP;Simply Cooked Whole Chestnuts. For more recipe inspirations visit: merchant-gourmet.com. Ready to Eat,Simply cooked,A Natural Source of Fibre,Great with Brussels Sprouts,Low saturated fat,Low fat,Vegetarian Society Approved - Vegan;MERCHANT GOURMET;4;24;Pack size: 180G;Whole Chestnuts (100%);;Serves 3 (60g per serving)
Kit Kat Chunky Caramel Snacksize 4 X 35G;https://www.tesco.com/groceries/en-GB/products/311444903;1.25;GBP;Crisp wafer finger with a caramel topping (15%) covered with thick milk chocolate (64%). Cocoa Plan®. Working with the Rainforest Alliance to support cocoa farmers and their communities. Find out more at ra.org.. A delicious chocolate bar, comprising a crispy wafer with a runny caramel filling in a tasty layer of smooth milk chocolate,KITKAT Chunky you know and love but with an extra layer of indulgence,A great treat when you are enjoying a break,No artificial colours, flavours or preservatives,Suitable for vegetarians;KITKAT;4.5;6;Pack size: 140G;Sugar, Skimmed Milk Powder, Glucose Fructose Syrup, Wheat Flour, Cocoa Mass, Cocoa Butter, Vegetable Fats (Palm, Shea), Butterfat (Milk), Whey Powder Product (Milk), Glucose Syrup, Sweetened Condensed Milk (Milk, Sugar), Fat-Reduced Cocoa Powder, Emulsifier (Lecithins), Salt, Raising Agent (Sodium Bicarbonate), Dried Whole Milk;;Contains 4 servings
Pip & Nut Smooth Peanut Butter 300G;https://www.tesco.com/groceries/en-GB/products/309486619;3;GBP;Smooth Peanut Butter. We're all about peanut better. Better nuts. Better taste. Better business. For people and planet. To the spooners and the toast lovers. Every drizzle. Every drop. No Palm Oil,Great taste 2020,Classic roast,Suitable for vegans;PIP & NUT;4.4;94;Pack size: 300G;Argentinian Hi-Oleic Peanuts (99.6%), Sea Salt;;Contains 20 (15g) servings
Thomas & Friends Push & Go Stunt Engines Assorted;https://www.tesco.com/groceries/en-GB/products/311258093;10;GBP;Thomas & Friends Push & Go Stunt Engines Assorted;THOMAS;;;;;;
Shloer Zero Calorie Sparkling White Grape 750Ml;https://www.tesco.com/groceries/en-GB/products/312699041;2.4;GBP;Sparkling zero calorie grape juice drink with sweetener. Free from artificial colours and flavourings,Suitable for vegans;SHLOER;2;1;Pack size: 750ML;Carbonated Water, White Grape Juice from Concentrate (3%), Malic Acid, Natural Flavourings, Acidity Regulator (Sodium Citrate), Citric Acid, Sweetener: Sucralose, Preservative (Potassium Sorbate), Colour (Caramelised Sugar);;
Tesco Organic Raspberries 150G;https://www.tesco.com/groceries/en-GB/products/309450846;2.5;GBP;Raspberries.;TESCO ORGANIC;4.2;9;Pack size: 150G;Raspberry;;1 Servings
Cake Decor Christmas Red 10 Inch Cake Board Assorted;https://www.tesco.com/groceries/en-GB/products/312210706;1.2;GBP;Cake Decor Xmas Red 10 Inch Cake Board Asst . Ready to Use,So easy;CAKE DECOR;;;;;;
Oriel Mediterranean Rose 75Cl;https://www.tesco.com/groceries/en-GB/products/295375945;7.5;GBP;Oriel Mediterranean Rose 75Cl. Wine of France;ORIEL;3.5;22;Pack size: 75CL;;12% vol;
Tesco Finest Mango & Passion Fruit Mousse 100G;https://www.tesco.com/groceries/en-GB/products/299775235;1;GBP;Mango and passion fruit mousse.;TESCO FINEST;3.2;16;Pack size: 100G;;;1 Servings
Tesco Chicken Paste 75G;https://www.tesco.com/groceries/en-GB/products/254851605;0.45;GBP;Chicken paste.;TESCO;2.8;12;Pack size: 75G;;;5 Servings
Neutrogena Visibly Clear Blackhead Scrub 150Ml;https://www.tesco.com/groceries/en-GB/products/252575478;5;GBP;Neutrogena Visibly Clear Blackhead Scrub 150Ml. Developed with Dermatologists,Clinically proven,Deeply purifies to help eliminate & prevent blackheads for a refined complexion,For Blackhead-Prone Skin,Oil-Free;NEUTROGENA;4.2;19;Pack size: 150ML;[PR-0000067], Aqua, Cetyl Alcohol, PPG-15 Stearyl Ether, Cellulose, Glycerin, Polysorbate 60, Steareth-21, Salicylic Acid, Chondrus Crispus, Glucose, Agar, Menthyl Lactate, PVP, Potassium Cetyl Phosphate, Xanthan Gum, Potassium Chloride, Ammonium Polyacrylate, Mica, Sodium Hydroxide, BHT, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Parfum, CI 77492, CI 77891, CI 73360;;
